PCA1,PCA2,cluster,Segmen_Pasar
-3.535070722634733,-2.474273507069505,0,Ekonomis
-3.550018706861133,-2.4897877572249456,0,Ekonomis
-3.550018706861133,-2.4897877572249456,0,Ekonomis
-3.550018706861133,-2.4897877572249456,0,Ekonomis
-3.550018706861133,-2.4897877572249456,0,Ekonomis
-3.5079680226414074,-2.5136728118794536,0,Ekonomis
-3.5169984518834307,-2.5571328390193533,0,Ekonomis
-1.7772863263220688,1.2959813368366007,2,Standar
-1.3116229074127563,1.8806446502380378,2,Standar
-3.220296776687865,-2.1841145443502765,0,Ekonomis
-1.238762945211382,1.7275760180022355,2,Standar
-3.1819219348405823,-2.292335419141735,0,Ekonomis
-3.173849833776215,-2.208292474750278,0,Ekonomis
-1.2474800107742778,1.896682594331243,2,Standar
-4.168563349670947,-3.78741069603794,0,Ekonomis
-3.509441574778685,-2.4494359554717464,0,Ekonomis
-3.296928418359631,-2.126741412301985,0,Ekonomis
-3.0125287930713807,-1.9230734887708192,0,Ekonomis
-2.2557942666702964,0.2573637105262834,0,Ekonomis
-3.44931573443403,-2.3878103716659087,0,Ekonomis
-3.631620908724246,-2.470905563491131,0,Ekonomis
-1.3051816154047462,1.7529407623444102,2,Standar
-1.31677015814726,1.8185790011009422,2,Standar
-1.5032232204147626,1.688072785545088,2,Standar
-1.4893692842789774,1.6070814995033509,2,Standar
-3.6239787202302933,-2.512405688257099,0,Ekonomis
-3.6603380009358095,-2.5691069045967057,0,Ekonomis
-3.5919128685534654,-2.612958616702652,0,Ekonomis
2.2955102300312618,-5.398957949704015,1,Premium
-3.6932982403166443,-2.7243253454173506,0,Ekonomis
-3.424460756096196,-2.400577777374704,0,Ekonomis
-3.7814477612619966,-2.6609807996316377,0,Ekonomis
-1.000266136213283,2.063073111896414,2,Standar
-3.087139582799544,-2.0449808732531243,0,Ekonomis
-3.169441745218221,-2.1307440366298565,0,Ekonomis
-3.2396993454808585,-2.271768942643949,0,Ekonomis
-3.3747797619306414,-2.4744411263269477,0,Ekonomis
-3.6992103405855827,-2.646084653439437,0,Ekonomis
5.413216305762579,-0.08624641916891358,1,Premium
-1.7313021309689205,1.534451457498059,2,Standar
-1.4468458960461377,1.7224897028804935,2,Standar
-3.162394946700559,-2.25465857089553,0,Ekonomis
-3.5916001309981724,-2.529228124491597,0,Ekonomis
-2.6347707891059406,-1.810206402078206,0,Ekonomis
-2.744926939771808,-1.7863146674599857,0,Ekonomis
-3.102219504654782,-2.0276406246077983,0,Ekonomis
-3.334075757229138,-2.260864503337216,0,Ekonomis
-3.121970802373207,-2.1287652468365454,0,Ekonomis
-1.466818825076627,1.8329509621836113,2,Standar
-3.2940091374200287,-2.1276834516143954,0,Ekonomis
-3.0830367346579437,-2.117883571750208,0,Ekonomis
4.89719500974457,-0.852084980886141,1,Premium
4.912467961172659,-0.7668753056516522,1,Premium
4.528963240605543,-1.2383331325714324,1,Premium
-1.3558715996587845,1.8061100132691743,2,Standar
-3.2608582537342494,-2.2189760405925067,0,Ekonomis
-3.2605837539169538,-2.4525472478922907,0,Ekonomis
-3.3443564913297656,-2.397041600097995,0,Ekonomis
-3.5304479965140354,-2.411466343913391,0,Ekonomis
-3.3597064701502615,-2.2364659231580744,0,Ekonomis
-3.458461844896811,-2.4494612378442606,0,Ekonomis
-3.71835421242033,-2.6312188177744793,0,Ekonomis
-3.2560593921721184,-2.394737013187732,0,Ekonomis
-3.4908992008092015,-2.335505160930204,0,Ekonomis
-1.838737459728687,1.4682110684114789,2,Standar
-3.780716578281023,-2.639515532784921,0,Ekonomis
-3.4765085170710237,-2.249805003445115,0,Ekonomis
-1.0669009780746326,1.7839342730404184,2,Standar
-1.5636455784025227,1.575855486441639,2,Standar
-1.5735826955713867,1.6534485938804766,2,Standar
-1.7467269113276382,1.5271910529104094,2,Standar
-3.472986331607366,-2.423394177955975,0,Ekonomis
-3.58751031772405,-2.5135355075728194,0,Ekonomis
-1.7018337207818508,1.5161519677034674,2,Standar
-2.9699843454485806,-1.913064343340358,0,Ekonomis
-1.0505151235893913,1.9748508240437341,2,Standar
-3.343645258200961,-2.458092643718249,0,Ekonomis
-3.2543730396899604,-2.254442254146613,0,Ekonomis
-3.332295782722619,-2.4464600765697355,0,Ekonomis
-3.4360377897624006,-2.2869835060782164,0,Ekonomis
-1.3314127213252736,1.9933661916501597,2,Standar
-1.2661819591334165,2.0051354124954015,2,Standar
-1.4447603036122825,1.4773988976676724,2,Standar
-3.5799989586680243,-2.35083828721397,0,Ekonomis
-3.5266753468784233,-2.192629805688495,0,Ekonomis
-3.7294582665224647,-2.8226202209438314,0,Ekonomis
-3.708380465024562,-2.653337038420581,0,Ekonomis
-1.0658251370683332,2.173871490996205,2,Standar
-2.663692087812981,-1.483120603140984,0,Ekonomis
-1.1355728575746113,1.7898827652544305,2,Standar
-1.1161797689954995,2.024172849462946,2,Standar
-2.973443463051221,-2.001140948031469,0,Ekonomis
-3.418687622947944,-2.356418289609239,0,Ekonomis
-3.481606845645593,-2.4864099250439846,0,Ekonomis
-1.4840402468254572,1.4638097227118698,2,Standar
-1.4879490750423547,1.6786999961599132,2,Standar
-3.284128280243555,-2.2361653746253127,0,Ekonomis
-3.2843157603970496,-2.3094576353501486,0,Ekonomis
-0.9884839775302469,2.1373910151784514,2,Standar
-3.4464899736089953,-2.398161223970546,0,Ekonomis
-1.0427966430718436,2.00862343347352,2,Standar
-3.204787734670638,-2.051201535150925,0,Ekonomis
-3.583602623836651,-2.5600399518856114,0,Ekonomis
-3.503928689142829,-2.3721471606694484,0,Ekonomis
-1.5434358676255544,1.6635089113767614,2,Standar
-3.4286564659446843,-2.3470360836256554,0,Ekonomis
-1.4048940030087078,1.6587012953423654,2,Standar
-1.4505733966656476,1.6946853428777113,2,Standar
-1.544081509307446,1.6032605082094948,2,Standar
-3.4928821254681055,-2.511457717866834,0,Ekonomis
-3.48743257053798,-2.724247296862206,0,Ekonomis
-1.2317043621364763,2.012682997805092,2,Standar
-1.2317043621364763,2.012682997805092,2,Standar
-1.2317043621364763,2.012682997805092,2,Standar
-1.2317043621364763,2.012682997805092,2,Standar
-3.2215384812520704,-2.230676430750922,0,Ekonomis
-3.3831884636750713,-2.3963585292385416,0,Ekonomis
-1.3043593412606618,1.816324811361407,2,Standar
-3.325834695697478,-2.37288093623429,0,Ekonomis
-3.459882293790991,-2.377169933337398,0,Ekonomis
-3.2788798023971486,-2.061934060758033,0,Ekonomis
-1.487195849277821,1.689703618485091,2,Standar
-1.7108652839293315,1.4541881507070078,2,Standar
-1.5348191886869134,1.6171695678807172,2,Standar
-3.7308522265214212,-2.562657441104981,0,Ekonomis
-1.6298292482599082,1.5136276099916228,2,Standar
-1.8637364356027033,1.4639227717662195,2,Standar
-1.978586237934277,1.3362535850209418,2,Standar
-2.765264194398567,-1.5867490478984456,0,Ekonomis
-1.6264081304805715,1.7385624485626185,2,Standar
-3.442746065733145,-2.4982546081297285,0,Ekonomis
-3.427627882214045,-2.4333127127776066,0,Ekonomis
-3.465766961436259,-2.433160330442285,0,Ekonomis
-3.451906921299546,-2.4547348959262,0,Ekonomis
-1.6117252073346475,1.651281555612621,2,Standar
-1.5427155314088827,1.7220125839281548,2,Standar
-1.3901516381801606,1.8783819838414284,2,Standar
-1.3917438075158066,1.8811658086199259,2,Standar
-3.5538337878131365,-2.699385474721231,0,Ekonomis
-1.532841089374116,1.5608556713602293,2,Standar
-1.634384104484057,1.6220405110660239,2,Standar
-3.6196175772181722,-2.534435055080712,0,Ekonomis
-1.130397161113211,2.0546128741872938,2,Standar
-3.0982302042569048,-1.9934509121276067,0,Ekonomis
-3.3829851960360995,-2.429729471695387,0,Ekonomis
5.195082074271004,-0.4985577672497216,1,Premium
4.728562882827966,-0.8410477177738562,1,Premium
4.680161447849084,-0.8906564651267492,1,Premium
-1.5113839347429987,1.8118171168179158,2,Standar
-1.4846431868351941,1.6332715161005755,2,Standar
-1.7092045823133222,1.6257949501801832,2,Standar
-3.57378106634019,-2.310457594429583,0,Ekonomis
-3.687422708257229,-2.42693388481322,0,Ekonomis
-3.319590816788423,-2.4325985657796814,0,Ekonomis
-3.6289060947538103,-2.554217530420303,0,Ekonomis
-3.283671626071891,-2.270263355657219,0,Ekonomis
-3.2872862783361,-2.3835364234798937,0,Ekonomis
-3.6683835302461847,-2.586609292242333,0,Ekonomis
-1.3827686619918418,1.7509342573189213,2,Standar
-3.396272365801666,-2.430100977719698,0,Ekonomis
-3.149370878583602,-2.177040917632968,0,Ekonomis
-3.7233533510334555,-2.5461401109617485,0,Ekonomis
-3.6386140596533334,-2.362774410610398,0,Ekonomis
-1.481192533631079,1.5332853962880395,2,Standar
-3.433940682227923,-2.266406329233015,0,Ekonomis
-3.2880390977168696,-2.4359379326627253,0,Ekonomis
-3.342280744978758,-2.1530679844099083,0,Ekonomis
-3.090640916750912,-2.3037054513930904,0,Ekonomis
-3.044780688645844,-2.113266426690141,0,Ekonomis
-3.0959467743124685,-2.122284226836165,0,Ekonomis
-1.313169836618133,1.762416095959021,2,Standar
-1.012972604794597,2.0647085641729124,2,Standar
-1.028275158026802,2.106817657017091,2,Standar
-1.6851035771038085,1.5404033527727496,2,Standar
-3.6192041253201785,-2.762708753668558,0,Ekonomis
-3.693727309808934,-2.699378643028486,0,Ekonomis
-3.63570672139792,-2.5485486412961205,0,Ekonomis
-1.351636362965969,1.9199660885844685,2,Standar
-1.2426060521097664,1.8391556976314987,2,Standar
-3.1177377055804048,-2.1225401781780935,0,Ekonomis
-1.36703668365884,1.8916459103597982,2,Standar
-1.4827361119988645,1.7686448104853338,2,Standar
-3.2765646887784055,-2.133487191248247,0,Ekonomis
-3.5447558935915273,-2.5948028177608613,0,Ekonomis
-3.503788147554476,-2.402464249325276,0,Ekonomis
-1.5127882650340903,1.7394392269109367,2,Standar
-1.3789518219718195,1.7843726478325155,2,Standar
-1.4062447462420602,1.578600164622089,2,Standar
-3.287398886860022,-2.4437213185232203,0,Ekonomis
4.47659532110929,-1.1081316894042232,1,Premium
-1.6776811379428467,1.3626428763227887,2,Standar
4.905551283401005,-1.0407015292455564,1,Premium
4.743947951033216,-1.0790398967563628,1,Premium
-1.5628393388981205,1.49359623335005,2,Standar
-1.7108437309327866,1.445585757160329,2,Standar
-0.8000215109811553,2.3128916037143425,2,Standar
-3.262887734751604,-2.4672377028070955,0,Ekonomis
4.978688717683804,-0.7676872175394436,1,Premium
4.9993713494243845,-0.6645570952301263,1,Premium
-1.0815696443713347,2.0552305708656498,2,Standar
-0.818220507941046,2.320732915231096,2,Standar
-1.529461415660439,1.6884081398987159,2,Standar
-3.8545326340707966,-2.9287348436051466,0,Ekonomis
-3.3840909892160673,-3.3623266932439173,0,Ekonomis
5.232505779489027,-0.5163704362014685,1,Premium
-4.084113785787392,-3.296523676778125,0,Ekonomis
-3.604355052441398,-2.7561358983547635,0,Ekonomis
5.04435215999287,-0.7003858884537808,1,Premium
-0.9610776549187853,2.2900682396948877,2,Standar
-1.4417009762578332,1.7651105258219417,2,Standar
-1.2580614450346153,1.7791577709232906,2,Standar
-3.665735131108224,-3.410542196834673,0,Ekonomis
-1.8583971648895796,0.49050038306039806,0,Ekonomis
4.178651526553561,-1.3914287421241762,1,Premium
-1.3077892171276226,1.7458524171292185,2,Standar
4.1157760241475785,-2.0905746369335105,1,Premium
4.605299777010112,-0.962969755680926,1,Premium
-2.074207784171324,0.09266817187599205,0,Ekonomis
-3.9550871511719214,-3.1161942630089623,0,Ekonomis
-4.194609283631992,-4.04337109808605,0,Ekonomis
-1.4146054753413244,1.5083058787743213,2,Standar
-1.2492822575258855,1.7969873410780357,2,Standar
-1.3331651523744004,1.9116792777984373,2,Standar
-1.1366136854344935,1.9988135277068746,2,Standar
-1.3748672192149571,1.77227990558192,2,Standar
4.549735666864889,-1.1165769351702184,1,Premium
4.717488305390642,-1.0354029016605018,1,Premium
-1.2222932314978918,1.8845025899279897,2,Standar
-3.624719015339263,-3.516037418448613,0,Ekonomis
-1.37679460320864,1.7673671652071767,2,Standar
-2.3989413966660753,0.1978637192972422,0,Ekonomis
-1.2316808702183564,1.8704650871898028,2,Standar
-1.390569010417788,1.5823378920503266,2,Standar
-3.7950801625241013,-2.610824636883441,0,Ekonomis
-1.1866403382495672,1.8611917673388159,2,Standar
-1.3312017907902138,1.787603016689286,2,Standar
-3.352676710087468,-2.4016021915485366,0,Ekonomis
4.490179167456822,-1.176140549572949,1,Premium
4.303804628503901,-1.4064168716141854,1,Premium
5.220712536312255,-0.49969047727566734,1,Premium
-1.127075883431098,2.084511256492648,2,Standar
4.969995124759541,-0.34885071800128026,1,Premium
-1.34021497087605,1.5585113727426623,2,Standar
5.114883143305796,-0.6325113097836388,1,Premium
-1.3026170575159852,2.0346228500749017,2,Standar
-1.2515467112987604,1.858935127953581,2,Standar
-1.2463710563842612,1.822049667957725,2,Standar
-2.0690462906722447,0.36683829677338176,0,Ekonomis
-1.3982798427300507,1.814030441569503,2,Standar
-3.4662788937707223,-2.5854265840854413,0,Ekonomis
4.703350360189379,-1.0543091977925068,1,Premium
-4.100800354736177,-3.803959384317831,0,Ekonomis
-1.3878316487472018,1.714835065884952,2,Standar
-2.9319020337786696,-2.136827593415928,0,Ekonomis
-3.54593852067512,-2.713925015300543,0,Ekonomis
-3.54593852067512,-2.713925015300543,0,Ekonomis
-3.54593852067512,-2.713925015300543,0,Ekonomis
-3.54593852067512,-2.713925015300543,0,Ekonomis
-3.0699827410537064,-2.3449576010337294,0,Ekonomis
-3.142657121739315,-2.419444682086617,0,Ekonomis
4.978688717683804,-0.7676872175394436,1,Premium
-3.193737168067187,-2.257839454056946,0,Ekonomis
-1.2232010516725755,1.6607812206402968,2,Standar
-3.7124904713279756,-2.8228908948862883,0,Ekonomis
-3.4703606946775793,-2.4049645654058454,0,Ekonomis
-4.487144081640678,-4.299045717830135,0,Ekonomis
4.619745488477803,-1.095842440835033,1,Premium
5.160755288502085,-0.4075141135685982,1,Premium
5.2101818491287055,-0.5348354998767875,1,Premium
-1.2829717769322215,1.8620518489133213,2,Standar
-4.079676976134647,-3.903493585998764,0,Ekonomis
-1.0657939260703482,2.1574791697983144,2,Standar
4.903487610279599,-0.5908598872751294,1,Premium
-1.325139496974452,1.8055851958035078,2,Standar
-5.423433180270803,-6.605860473879393,0,Ekonomis
-4.514838647693009,-4.454437116825615,0,Ekonomis
4.826021917807453,-0.846646217343626,1,Premium
4.826449214149716,-0.850623969975846,1,Premium
-1.878422048858479,1.343990323237459,2,Standar
4.5919940794005045,-1.0511859131388948,1,Premium
-3.4743278749004762,-2.60528194311012,0,Ekonomis
-1.1271543039546494,2.217889065509069,2,Standar
-4.428637122038941,-4.247910793881319,0,Ekonomis
4.892240237234328,-0.7390347789956002,1,Premium
-1.0955360762900979,1.9709969677176455,2,Standar
-3.4389353517566716,-2.4080809517012796,0,Ekonomis
-3.939899569577973,-3.7357022441606005,0,Ekonomis
-4.052631636956424,-4.016026931878282,0,Ekonomis
1.994207768250157,-6.690689784422319,1,Premium
1.994207768250157,-6.690689784422319,1,Premium
1.994207768250157,-6.690689784422319,1,Premium
-3.59205722160878,-2.606021480151469,0,Ekonomis
-3.741743951128844,-2.848458356860697,0,Ekonomis
-3.1806664572467933,-2.0649836374135195,0,Ekonomis
4.778672133314145,-0.8073513903932643,1,Premium
4.640428069811738,-0.9927123828048503,1,Premium
-1.7110312376133776,1.3722934617018145,2,Standar
-2.287838930280295,-0.007162647636708066,0,Ekonomis
-1.6538109971832353,1.5477097429854596,2,Standar
-3.409681871955803,-2.382513489726871,0,Ekonomis
-2.132728905188481,0.35258883282042053,0,Ekonomis
-2.132728905188481,0.35258883282042053,0,Ekonomis
-2.132728905188481,0.35258883282042053,0,Ekonomis
-2.132728905188481,0.35258883282042053,0,Ekonomis
-2.132728905188481,0.35258883282042053,0,Ekonomis
-1.1573868584486986,1.8867592293132245,2,Standar
-1.324687057054359,1.8673803737195762,2,Standar
-1.0988798988469615,1.9378941532620417,2,Standar
-0.8376794865537995,2.2056098373830997,2,Standar
-1.1924889876564875,1.9518118335872596,2,Standar
-0.8107306519888944,2.310746755395476,2,Standar
-3.9919165367320413,-3.826791200075538,0,Ekonomis
-3.664391661618578,-2.6901824400694743,0,Ekonomis
5.341394529290524,-0.37508998843281177,1,Premium
5.117414027706731,-0.6865087709563193,1,Premium
4.767312521470222,-0.8790883385771584,1,Premium
5.143467384427222,-0.5080353346910587,1,Premium
-0.9021585506852815,2.1993754708699234,2,Standar
-1.061858178766635,2.0356923535731855,2,Standar
-0.9852382768508545,2.0543703985443216,2,Standar
-1.0150394044725637,1.8825128503455921,2,Standar
-1.0150394044725637,1.8825128503455921,2,Standar
-1.9400951718101602,0.26545146154880195,0,Ekonomis
-1.0150394044725637,1.8825128503455921,2,Standar
-1.0150394044725637,1.8825128503455921,2,Standar
-1.0238254616045341,2.0790894492748233,2,Standar
4.7952663672830145,-0.9424376689885814,1,Premium
3.849703975728334,-2.663602863104032,1,Premium
4.2923628358325345,-1.400336973086202,1,Premium
4.556678174920933,-1.0947357211054534,1,Premium
4.932117050319872,-0.8154205515686148,1,Premium
-1.4353015628103771,1.7162322412583595,2,Standar
4.8603834071876175,-0.8933591944038133,1,Premium
4.932117050319872,-0.8154205515686148,1,Premium
4.873610090718135,-0.8665554755174318,1,Premium
4.883026806685621,-0.8657352830653555,1,Premium
4.684862528382406,-1.0467639662502648,1,Premium
4.8311299273867485,-0.9189266563782219,1,Premium
4.5971020889798,-1.1234663521734907,1,Premium
4.544287276269456,-1.29135790170405,1,Premium
-1.053727707599136,2.0528570385235785,2,Standar
-0.7421497310292552,2.477087561739105,2,Standar
-3.69663081512515,-3.0357725128045407,0,Ekonomis
-2.8939756217655135,-1.776939760377464,0,Ekonomis
-2.864722141964645,-1.7513722984030553,0,Ekonomis
-1.0961352123027246,2.1502059271762306,2,Standar
5.200712362489587,-0.7788807344578952,1,Premium
-1.1907752979241484,1.848122265026853,2,Standar
-1.2580614450346153,1.7791577709232906,2,Standar
4.863846359083479,-0.8986412710761797,1,Premium
4.902863570519003,-0.8409880135430234,1,Premium
4.83243424719555,-0.7154866604170291,1,Premium
5.078924081275659,-0.5418427117553681,1,Premium
-0.7892455003344124,2.264083359215679,2,Standar
-0.7892455003344124,2.264083359215679,2,Standar
-0.7892455003344124,2.264083359215679,2,Standar
-0.7892455003344124,2.264083359215679,2,Standar
-0.7892455003344124,2.264083359215679,2,Standar
5.12847646726805,-0.7279226338687801,1,Premium
-1.0174260553430314,2.0302111501373896,2,Standar
-1.1573868584486986,1.8867592293132245,2,Standar
-1.3960768525910434,1.6509468880765839,2,Standar
-1.1367043779278787,1.9898891587853644,2,Standar
-0.961092806629282,2.152218299553326,2,Standar
5.0244193564206565,-0.7694940494726004,1,Premium
-3.115133744896144,-2.0585398157432033,0,Ekonomis
-1.4649946320223737,1.8089073594188363,2,Standar
4.714116008183274,-1.0211965042758562,1,Premium
4.767942254547979,-0.9017588939246632,1,Premium
3.8510301523432773,-2.5924050457961956,1,Premium
-4.0383690728157555,-3.878818100419846,0,Ekonomis
-3.8683378642691237,-3.6181985657803755,0,Ekonomis
-4.043858743074335,-3.771603337626827,0,Ekonomis
-4.1169990888299335,-3.763158091860832,0,Ekonomis
-3.8683378642691237,-3.6181985657803755,0,Ekonomis
-3.8683378642691237,-3.6181985657803755,0,Ekonomis
4.92250904122808,-0.8252682191893161,1,Premium
-0.5280448527755196,2.5317993307264017,2,Standar
-1.2288079652337467,1.8047252328976993,2,Standar
-1.2390075109909606,1.9816913114984611,2,Standar
-2.9542329597379395,-1.9902826755859724,0,Ekonomis
-3.5894281490411357,-2.5579118293344876,0,Ekonomis
-0.9066277171344443,2.3328261248678563,2,Standar
-1.0198360329073732,2.0857486608845868,2,Standar
-1.0781974183261416,2.0410240827341815,2,Standar
-1.4477499194055603,1.602400619471492,2,Standar
-1.4037324435925382,1.8857049606472416,2,Standar
-1.3915445810254088,2.0002484847521944,2,Standar
4.954896271184078,-0.698640739287246,1,Premium
-1.1976091784153218,1.8455336247034024,2,Standar
-2.511759772069022,-0.23219295372793128,0,Ekonomis
-3.5852027507610145,-2.5359182615733227,0,Ekonomis
-1.9889898971687519,0.22964378235053937,0,Ekonomis
4.506547744256994,-1.2693732859134677,1,Premium
-1.0967081617951375,1.9092101631643954,2,Standar
-4.457890601839809,-4.273478255855727,0,Ekonomis
-1.253718297131353,1.88761931088773,2,Standar
-0.874834437950246,2.158696695806005,2,Standar
-1.3215643769269223,2.1494665617040707,2,Standar
-3.3314346185618944,-2.092089855187073,0,Ekonomis
-1.3850980517809985,1.7835361485986467,2,Standar
-1.396850086733737,1.6974927460326075,2,Standar
-1.4628358036406952,1.6001855371024305,2,Standar
5.131032399269339,-0.6644526816866863,1,Premium
5.18361887767174,-0.5664767594744977,1,Premium
-3.3546379532253914,-2.3260965942141767,0,Ekonomis
-1.4709544560587018,1.739543063847533,2,Standar
5.048379090095601,-0.5908124558321688,1,Premium
5.048379090095601,-0.5908124558321688,1,Premium
5.048379090095601,-0.5908124558321688,1,Premium
5.048379090095601,-0.5908124558321688,1,Premium
5.048379090095601,-0.5908124558321688,1,Premium
4.855275397608321,-0.8210787553692174,1,Premium
5.297081884888146,-0.445767850882492,1,Premium
5.267828405087277,-0.4713353128569006,1,Premium
5.238574925286409,-0.49690277483130924,1,Premium
5.3175768312629526,-0.41593026222173307,1,Premium
5.2306614733974515,-0.5925150525730516,1,Premium
5.065213584770979,-0.753258398780333,1,Premium
4.978688717683804,-0.7676872175394436,1,Premium
5.412816225719666,-0.29305533914549237,1,Premium
4.793305519468006,-0.8669315601080765,1,Premium
5.05514059459224,-0.7459198244195033,1,Premium
5.01546523650123,-0.8086633517904094,1,Premium
5.251168321643651,-0.4884109615698879,1,Premium
2.734174121361,-5.854426984382412,1,Premium
-4.413052165058612,-4.311927229711549,0,Ekonomis
-4.261685315093478,-4.1832699882000135,0,Ekonomis
-1.0209141622684188,2.104151901373257,2,Standar
-1.250759465532226,1.7477132321874937,2,Standar
-1.5429478769438218,0.6909910836725693,0,Ekonomis
-1.1446058383103694,1.9685434892737697,2,Standar
-1.4777637848975664,1.6668167290299147,2,Standar
